From	To
D3ZWD6	C8a
Q9EQK5	Mvp
K7EQL4	TNNT1
P20594	NPR2
Q2YDW2	Msto1
B3KT28	FAF1
P51881	Slc25a5
F2Z2K0	NSFL1C
D3ZN43	Ndufaf6
H3BNX8	COX5A
F1RVZ0	TRIM47
R4GMX5	BSG
P49848	TAF6
F1LRS8	Cd2ap
F1SBI0	MGME1
Q06806	Tie1
Q9NVR2	INTS10
P51888	PRELP
Q6NVF9	Cpsf6
P23510	TNFSF4
A0A087WXU3	ESYT2
P52431	Pold1
D3ZB55	Coa5
F1SFY7	PRMT3
A5A8V7	HSPA1L
A0SNU8	HMBS
Q96Q42	ALS2
Q4G009	Mcts1
B5APU8	ARPC3
I3L882	ACSM5
Q62417	Sorbs1
Q9CQK7	Rwdd1
F1RGR4	EFNA1
D3ZVB7	Ogn
Q6P798	Rcbtb2
P23470	PTPRG
F1SJQ6	RPL14
Q3TUJ9	Tpd52l2
Q6P762	Man2b1
P18437	Hmgn2
K7ELX4	FECH
A0A087WZR4	FCGR3B
P23950	Zfp36l1
E0CZE2	Pard3
Q8R1Z9	Rnf121
Q62751	Ireb2
C9J8C7	ACSL6
Q0VGK1	Ralgps2
Q9D4H1	Exoc2
P21765	Gpx5
Q9Y666	SLC12A7
P14408	Fh
Q9BRV8	SIKE1
Q3UHA3	Spg11
D3ZX69	Mrpl10
F1SGA8	ATP11B
J3QQ13	Tnnt2
F1SQK4	CCDC88A
O70252	Hmox2
H3BL56	Rhoc
A0A0G2JUV4	Mrpl1
F1S867	ANGPT4
E9PKL7	RAB2A
I3LP92	SLC25A35
F1SD97	FARSA
Q8K2Q7	Brox
Q6Y7W8	Gigyf2
Q4V890	Fem1a
F8W943	ASL
H0YLE8	IQGAP1
Q9CR76	Tmem186
G3V912	Tmx4
O70492	Snx3
G3V7R4	Foxo1
Q6QGC0	PDLIM3
P43121	MCAM
D3ZEF9	B3gnt2
F1SQV8	PCYT1A
F1RV26	ABCA6
P62715	Ppp2cb
A0A0G2K1F2	Acacb
F1RMJ4	IQGAP1
Q6TXH5	Ints6
F1SHZ4	KLHDC2
P0CG51	Ubb
F1RG04	CCDC6
Q9C0J8	WDR33
H3BLL2	Atpaf1
A0A1L1SSA3	Eif1b
P61515	Rpl37a-ps1
A0A0C4DGV4	LAMTOR5
D4A7Y4	Fam171a1
J3QLW7	NIP7
P70673	Kcnj11
Q14574	DSC3
Q5GN48	DMD
I3LU08	MRPS9
F8W0A2	NUBPL
B0BNG3	Lman2
Q9JHW0	Psmb7
A0A0A0MQF2	Ano1
P59281	Arhgap39
E9QLT0	Hyi
J3QPI8	Eif1ad16
Q69ZX6	Morc2a
P00688	Amy2
I3LNC7	HIKESHI
P56222	Pou3f2
A6NF36	CCDC182
Q60592	Mast2
F2Z5H8	BTF3
P0DP07	IGHV4-31
D4A2C6	Lsm4
E9PWR4	Dip2c
P54227	Stmn1
D4A9T2	Twsg1
Q96JD6	AKR1E2
E2QRQ3	Stau2
G3V1L6	FERMT1
B1AP15	CD55
D3ZD84	Lrig1
P14733	Lmnb1
A2AFW6	Mtch2
P35555	FBN1
B8ZZQ6	PTMA
A0A0A0MQL2	A430005L14Rik
D4A560	Vamp4
D3Z8L5	Pum1
Q9D2R6	Coa3
Q9DB82	Naa20
H7C1D4	TSN
A0A2R8Y6I8	ENO1
F8VQ14	CCT2
Q6ZSS3	ZNF621
U3KPR8	MEIS1
B9A058	HIBCH
A0A1L1SRG5	Cryab
F1SN73	FYB1
J3QKW2	MRPS7
A0A0A0MQF6	Gapdh
O55131	Septin7
Q2EN75	S100A6
F1MAA1	Usp47
Q8K3A9	Mepce
A0A140TA32	C4A
Q80T41	Gabbr2
P04117	Fabp4
F1S8X5	MARVELD1
O00764	PDXK
G3V489	TNNI1
F1SEU0	MSR1
Q86TM6	SYVN1
F1RLG0	YTHDC2
P26187	Mgmt
E9Q5L4	Cracd
A0A0G2K9A2	Arpc2
H0YKN4	ANXA2
D4A6N9	Ints13
P40645	Sox6
Q62885	Unc119
E9PQB7	CFL1
D3Z1N4	Pbrm1
Q70FJ1	Akap9
E9QM92	Habp2
A0A5K1UD05	CAPZA1
Q7TQ62	Podn
P23634	ATP2B4
P82932	MRPS6
A0A0A0MRJ4	TNNT2
H0YFB2	SLC25A12
F1RZV6	KHDRBS2
D4A746	Gmppb
H0YCM7	ELMO2
A0A0A6YXN9	Cr1l
G3V2A6	NDRG2
F1S2G7	PDE8B
A0A0G2K905	Arpc2
F1SL81	LOC100626199
C9JEN8	FGF12
S4R1N1	Rplp0
Q56VC2	FADD
D3ZMY7	Nt5c2
Q64691	Capn3
A0A0G2K2J1	Arpc2
F1S386	THOC3
H0Y586	PSMA7
I3LMU4	MAP3K5
P18572	Bsg
F8WIJ0	Slc12a4
A0A0N4SVS6	Cnbp
F1RVC9	HNRNPD
D3ZY47	RGD1559896
E9PNM9	PACSIN3
E9PZD8	Cp
F1RFQ9	SFSWAP
Q2XQV4	ALDH2
Q8IZF2	ADGRF5
A0S860	Zfyve9
Q3UH66	Wnk2
Q9JJG6	Tmem47
E9PGA6	C1QTNF3-AMACR
E9PFN5	GSTK1
Q9GZX3	CHST6
F7ENH8	Hdac2
H7C4E7	CSDC2
A0A0C4DG29	RSPH3
P62318	SNRPD3
Q7RTV3	ZNF367
F1SEU4	DLC1
P20029	Hspa5
Q6ZUS5	CCDC121
Q66H18	Sypl1
F1SEJ0	ANKMY2
A0A0G2JL56	HLA-A
E9PSE5	PPT1
A0A0G2K531	Gpx3
D9J2Z9	Pdlim5
E9QLV1	Glt8d2
Q9P2D0	IBTK
Q9D172	Gatd3
Q53HL2	CDCA8
F1SRA2	FAM83F
E5RG43	CA1
A5GFZ5	DPM1
A0A1W2P6V6	Mdm1
Q8CI01	Proz
F1RJ25	ALDOC
F1S9I0	MIA3
M0RDC8	Mtrf1
P41105	Rpl28
A0A087WSA6	Gm7358
A0A0G2QC06	Tf
Q5U2M8	Mdc1
Q9CZ13	Uqcrc1
A2A6G6	Lasp1
G5E897	Poglut3
Q5I0L4	Nubp1
A2AW41	Hnrnpr
Q02750	MAP2K1
Q8ND76	CCNY
P70704	Atp8a1
Q9CPX6	Atg3
A0A1B0GQX5	Ldha
F1RWT2	PLS3
Q3TET1	Kif3a
A0A2R8Y623	RPS7
M0R738	Arfgap3
A0A0G2JYK4	Tefm
Q69YQ0	SPECC1L
A0A287AG29	CALR
F8VQL7	Pou2f1
Q96T60	PNKP
Q8CFI5	Pars2
Q9BR77	CCDC77
Q689Z5	Sbno1
Q61191	Hcfc1
F8WD54	GMPPA
E9PYV4	Niban1
F1RFL2	LMTK2
F2Z5Q6	RPS6
F1RKW7	ZNF207
D6R9T5	OCIAD1
I3LUJ3	SNX18
Q6IG01	Krt77
F7F163	Nudcd1
Q7Z5P4	HSD17B13
F1LMT5	Pex5l
O75506	HSBP1
P61149	Fgf1
G3V4F8	TNNI1
C9IYS5	PHYH
A0A140T8R3	Krba1
K7EID2	ALG1
Q5XIQ6	Trmt2a
Q5H928	HSD17B10
P61022	Chp1
F1LPG9	Washc2c
V9GXF0	Erc1
F1SDN6	CTBP2
F1RYP7	SCG3
F1SGJ4	ABHD6
Q6AY09	Hnrnph2
Q5XIA3	Lcmt2
A0A1B0GV95	ASAH1
A0A087WYB4	STOML2
O95789	ZMYM6
Q8BSQ9	Pbrm1
Q8R3W5	Tsen15
A0A0R4J1E4	Smoc1
P49407	ARRB1
E9PSM4	Fpgt
A6ZI44	Aldoa
Q9UBU9	NXF1
K7EJT5	RPL22
Q8R151	Znfx1
D4A6C5	Arhgap1
Q8NFG4	FLCN
D3ZZ46	Cln6
Q96N64	PWWP2A
B2M1R6	Hnrnpk
Q91YE6	Ipo9
Q13724	MOGS
Q9UKN8	GTF3C4
P14646	Pde4b
F1SBQ5	SLC16A1
E9Q1S3	Sec23a
Q641Q3	METRNL
O88968	Tcn2
P40692	MLH1
E9Q7T7	Chadl
B0R0U3	SMYD2
G3V2T2	NDRG2
G3UY39	Nelfe
P48200	IREB2
Q9C0G6	DNAH6
Q8IVN3	MUSTN1
P61205	Arf3
H7C4M9	UBE2H
Q9QY93	Dctpp1
S4R1F1	Arhgef5
Q5XIQ4	Mgrn1
A0A0C4DGM1	TPSAB1
Q8C1A9	Abhd18
D3ZVG1	Mocs1
A0A288CFW8	APP
F2Z2I8	STOML2
E7ESM1	NDRG1
F1SF88	DYNC1I1
Q9BZC7	ABCA2
D4A9V4	E2f4
Q9CZD3	Gars1
Q8NHW5	RPLP0P6
Q96A05	ATP6V1E2
D3ZHK4	Rb1cc1
B5DEI0	Pcyox1l
A0A5G2RAI4	TMEM109
A2BGN7	Manbal
A0A2R8YE05	TPM4
A0A0G2K9Y5	Hrg
F1M8U2	Ablim3
Q6P8I6	Cox11
F2Z3T0	Cdc73
F6UP77	Amdhd2
B2GV58	Lsm14a
Q6YDN7	Cdc26
H7C5W5	PRPH
F1SRR5	SYNE2
Q9UMS6	SYNPO2
F1SKP0	PICK1
A0A182DWF3	TXNRD2
K7GMF6	ADGRE5
A0A087WPZ8	Cacna1c
F2Z567	RPL8
C9JHP4	EIF3L
Q99865	SPIN2A
D4A255	Meak7
Q8WWA1	TMEM40
D3ZHI1	Mia2
Q9WV98	Timm9
Q9UKE5	TNIK
A1L1J9	Lmf2
B7ZC71	Czib
P84245	H3-3b
P10586	PTPRF
P25325	MPST
P49134	Itgb1
U3KPT7	SNAP47
E9Q0T0	Ppt2
P97798	Neo1
G3V2C9	GNG2
I3LQS2	NT5C
P10644	PRKAR1A
B5DEL8	Ndufs5
F2Z2X2	TTLL7
I3LDM3	IPO7
A0A0G2K9C8	Phkb
A0A1W2P8D6	Ilvbl
Q9EPX2	Papln
H3BMZ9	MPI
A0A0A6YW37	Ighv1-9
P07902	GALT
S4R2L5	Celf2
A0A0U1RRH9	SEPTIN7
Q9R010	Cib1
Q9CZS1	Aldh1b1
A0A0G2K763	Selenoi
Q9BW04	SARG
Q9HBD1	RC3H2
Q4KMQ2	ANO6
Q8NHY5	HUS1B
D3ZFU9	Mylk
F1LTX8	Lpgat1
D3Z5S0	Mpc1
Q16555	DPYSL2
E9Q8I0	Cfh
F1SAH1	NLRX1
O35083	Agpat1
A0A0A0MQD4	9530068E07Rik
G3V4T6	GSTZ1
O88895	Hdac3
Q04864	REL
Q3TF37	Mybpc3
Q91XD7	Creld1
Q3MIE7	Commd9
A0A0R4J1Q0	Edc4
F1SH14	PLD1
A0A286YFE1	PHGDH
Q99K28	Arfgap2
A0A0G2JJL7	DDX39B
Q9Z1A9	Tbc1d8
Q91XI1	Dus3l
F1RIC1	CCDC86
I3LLG1	MON1A
Q5T5C0	STXBP5
Q8BY89	Slc44a2
F8WH31	Spag9
O88425	Nme6
O15427	SLC16A3
G3V6F4	Ogt
F1RR47	MIGA2
I3L7Q2	GRAMD2B
P0C606	Sgf29
Q5PPN5	Tppp3
G3V3S7	WARS1
F8WCC1	CHTF18
F1SA74	MTHFD1
P10637	Mapt
P21396	Maoa
A0A0G2JTH4	Cd47
A0A287AEQ5	STOX2
P61328	FGF12
D3ZGU6	Map3k4
F8W1C3	MMP19
Q78T54	Vma21
F1RJE9	PUSL1
Q5BK48	Ttc5
H3BL70	Trmt1
E5RIA2	ENPP2
Q91XD4	Ftcd
Q9JKY0	Cnot9
Q96J84	KIRREL1
Q8CBH5	Mfsd6
Q8IZA0	KIAA0319L
P62245	Rps15a
Q9D0L7	Armc10
O70131	Ninj1
F1SMZ6	HSPE1
I3LPS5	LIN9
F5H520	LAMB2
F7DCH5	Clasp2
D6R909	RACK1
Q9DBX6	Cyp2s1
E9PQ49	EEF1D
P10775	RNH1
A0A1D5RMG4	Agap3
F8WI56	Dip2a
Q61730	Il1rap
F8VZI0	PFKM
F6TY47	Gm48551
F2Z5S5	BLOC1S1
O02772	FABP3
Q5BL07	Pex1
F1SAG0	ADGRL2
F1SSV2	CHP1
Q62432	Smad2
O75438	NDUFB1
P10809	HSPD1
Q9R045	Angptl2
Q9CQC9	Sar1b
K7EP32	UBXN6
A0A0R4J0P6	Parn
Q86SQ7	SDCCAG8
A0A2R8Y5T0	DYNC1H1
E7EVS6	ACTB
F6Q2E3	Psmc3
E9PJ32	TAGLN
Q5T508	LGR6
E9Q9M1	Nt5c2
Q96L92	SNX27
Q08AF3	SLFN5
C9J4G7	OGDH
Q99880	H2BC13
O60361	NME2P1
O00625	PIR
Q96EU6	RRP36
D4A0T8	Dhrs7
A0A0G2QC02	Skiv2l
D6RFP3	Tmem41b
Q96T21	SECISBP2
A0A087WY90	ANK3
D4A3U2	Tspan18
Q8R2R3	Aagab
O00479	HMGN4
F6ZQR2	Cask
Q15485	FCN2
A0A087WYV9	SYNJ2BP-COX16
E9PMM9	RPS2
P23471	PTPRZ1
E9PF17	VCAN
Q9CY27	Tecr
I3L0S0	P4HB
E9Q9X1	Dst
Q9NSY1	BMP2K
Q8C6E0	Cfap36
I3LMX3	POLDIP2
B5DF63	Slmap
C7EMF3	KLF13
Q63569	Psmc3
P32233	Drg1
Q8WX94	NLRP7
Q3UIJ9	Myzap
D3YYK9	Arfgef1
G3V7I2	Rftn1
P52623	Uck1
A2AFG7	L1cam
P80385	Prkag1
I3LJ87	RPS2
Q9CQE1	Nipsnap3b
F1RVA6	XPO4
A0A087WRT7	Ms4a4a
Q4KLP0	Dhtkd1
O15372	EIF3H
A0A481BBQ2	CPT1B
D3YWB0	Cdk4
V9GX26	Gyg
O70480	Vamp4
F1SUA1	ZC3H8
Q9NY61	AATF
A0A0U1RPY3	Spns1
D3ZZQ0	Tnik
Q3LFS6	Ceacam1
F1S1I0	EBAG9
Q8N7G0	POU5F2
Q9DCN2	Cyb5r3
Q3MHS2	Znf830
D6RGK8	RACK1
F1RX12	GMDS
Q9CQ75	Ndufa2
P47967	Lgals5
Q9NQ38	SPINK5
Q00899	Yy1
Q9Z255	Ube2a
Q4FZG9	Ndufa4l2
Q8R527	Rhoq
C9JAM4	MGLL
P20585	MSH3
Q9R0I6	Xiap
Q8C0Q2	Zhx3
F2Z3Z9	Pdpk1
A0A0R3P9C4	Smim4
P49721	PSMB2
J3QQT6	USP14
O95661	DIRAS3
E5RFW7	EIF3H
A0A0G2K3Z4	Ces1d
F6U495	FBN1
A0A0A0MQ97	Nccrp1
P02468	Lamc1
Q62737	Cyba
Q04756	HGFAC
Q99KK7	Dpp3
A0A2R8Y7Y9	BLVRB
B1AUW6	Irak1
G3V7F1	Mlst8
F1RR02	GFAP
H7C5H7	AKR7A2
P11672	Lcn2
F1SSI8	LOC100519633
G3V4E7	RTRAF
D4ADS6	Ints7
P51648	ALDH3A2
E9Q933	Tmem11
Q7Z3Y8	KRT27
Q5JVH2	PCCA
A0A140LJ06	Homer2
K7ELC4	RPL22
P08727	KRT19
F5GWD8	GOLT1B
P23528	CFL1
A0A0G2K739	Ube2d3
D3ZMW3	Msto1
Q3LXA3	TKFC
Q61510	Trim25
P07759	Serpina3k
F1SCM9	TRIP10
A0A287BDV9	GPD1
B0BMW0	Rab14
Q6A037	N4bp1
D3YTY9	Kng1
Q5U306	Akap8l
Q3TKY6	Cwc27
A0A217FL83	Ccdc85c
F6VCY0	Ndufb8
D4ACC2	Kank2
F1RN76	CD5L
F1M5Z5	Ano6
I3LLK1	RANBP2
Q9CPN8	Igf2bp3
O95470	SGPL1
Q924K2	Faf1
Q8K2I3	Fmo2
A0A140T8N0	Igkv9-120
Q9QYR6	Map1a
I3L7B7	DDX18
Q3T1I9	Rpap1
E9QMI8	Wnk2
J3QQT2	RPL17
P50462	Csrp3
G3V383	NDRG2
A0A286ZYM6	ATP5PB
F1LXD8	Emilin2
F1S530	RPL5
Q06646	Atp5mc2
F1S533	TMED5
F1SFG2	TMEM44
Q92747	ARPC1A
Q9Z1Q2	Abhd16a
D3Z6I7	Cald1
F1SA25	VTI1B
F1S9L5	KIDINS220
A0A1D5RMB4	Iws1
A0A0G2JE89	Atp11b
G3V6E4	Acbd3
Q9QZZ6	Dpt
Q96P48	ARAP1
A8MVM8	NDUFA3
P26284	Pdha1
H3BJ67	Evi5l
H0Y5Q9	INPP5D
E7EVZ1	ZFHX4
A0A0C4DFV9	SET
A2A6S1	Tmem104
G3V8M1	Pold1
D3Z3V0	Snrk
Q0PIT9	NAXE
A0A1B0GSU2	Timm10b
V9GXF1	1110065P20Rik
P12081	HARS1
Q9R0Q3	Tmed2
O15212	PFDN6
Q9UHR4	BAIAP2L1
C9JIJ5	RPL7
Q8N357	SLC35F6
F1RN72	NSRP1
E9PIM9	RNH1
Q75Q39	Tomm70
H0YN73	RPS17
B7ZC21	Pkig
G3V832	Cetn1
F1RF18	GNAO1
P30837	ALDH1B1
F8WC23	PAXIP1
Q8R033	Lyrm2
Q5VU79	UBAP2L
A0A1D5RLD1	Myo9b
F1S6W7	USP47
A0A0U1RPD8	Gtf3c1
Q96L96	ALPK3
G3UWE1	Tecr
Q920Q6	Msi2
E9QMK2	Vcan
P20933	AGA
B1AR62	HK1
P61599	NAA20
B4F778	Rfc4
Q9CQV6	Map1lc3b
D3YW97	Ufm1
Q8C650	Septin10
F5H793	LDHB
F1SN46	C1H15orf48
Q8K0Z7	Taco1
Q5RKH2	Galk1
Q02788	Col6a2
D3Z2D6	Spg20
Q63941	Rab3b
C9J6D1	NAP1L4
G3UZ34	Eftud2
Q96RT7	TUBGCP6
Q9BWJ5	SF3B5
F1RI39	ACTN4
P08397	HMBS
P78316	NOP14
P00342	Ldhc
B2MUB7	SLC25A23
C9JQD4	PPIH
E9PSQ0	Acacb
F1RFD7	CASTOR1
P0DP29	Calm1
D3ZTY0	Cnih4
Q9JKK1	Stx6
A0A087X0X3	HNRNPM
Q920M5	Coro6
C9JWG6	SCHIP1
F1MAA7	Lamc1
F1RWA6	STAM
A0A0A6YWT1	Fnbp1
Q9QXE7	Tbl1x
F1S8B0	DDRGK1
F1SJC2	PPP1R3A
O88839	Adam15
O70571	Pdk4
F1LSP2	Acad10
Q6GTL7	Pfkfb2
O55236	Rngtt
P53634	CTSC
O43929	ORC4
Q8N1I0	DOCK4
Q9D1D4	Tmed10
Q9BXS5	AP1M1
D3ZQM0	Sf3a1
A0A5S6GQX9	PPP2R1A
A0A087WWP5	TAF10
D3Z0L4	Chchd3
K7GK90	SSR4
P98172	EFNB1
D3YXJ0	Dgkh
B0FP48	UPK3BL1
D4A8F3	Dusp19
A0A075B749	PDE4DIP
Q8R478	Wbp2
F1SJ29	ULK3
Q5TBH0	NEK6
E5RIP7	IMPA1
Q5BKC3	Park7
F8VR76	PPP1R1A
Q9CW03	Smc3
P47878	Igfbp3
D3ZT90	Gcdh
Z4YJE9	Qtrt2
Q9D1K2	Atp6v1f
F6YFR7	Cope
A0A1B0GWE8	CTSD
F8WCQ2	SACM1L
P36980	CFHR2
Q6PGB9	Akap6
B8JJM6	Cfb
D3ZZH6	Map3k5
Q9UQ49	NEU3
Q5PXT2	LMCD1
A0A0A6YXT6	Lbr
G3X8X7	Vps16
P12346	Tf
F1SBY8	CROT
P49186	Mapk9
H3BTR8	SPG7
Q9P2R6	RERE
Q3V3R4	Itga1
F1LQI5	Ubr4
A0A5G2QYV5	SCARB2
F1SGL6	CPNE6
Q6ZQM8	Ugt1a7
D4AAG8	Smchd1
F1RRM9	SRF
Q4G148	GXYLT1
Q16831	UPP1
Q9CQJ4	Rnf2
P07954	FH
B2RZ74	Snrnp70
E7ETU9	PLOD2
Q5SWV3	Pdlim4
I3LGB8	P3H1
A0A0G2JLD8	SSBP1
Q9BVG9	PTDSS2
B1AXQ0	Grhpr
A2AB97	4932438A13Rik
E5RJT0	EIF3H
Q6LET9	LAMA4
A0A1B0GX15	Apoe
F1SKX3	PDE4D
F1RKC0	HIP1
F6S8M0	GNS
Q969Q5	RAB24
F1RSR4	RFC3
I3L2M9	PCTP
E9PCN2	GUCY1B1
C9J2C4	DNAJB6
G3V7N9	C1qb
C9JZV3	ABCF2
Q9EPK6	Sil1
A0A1B0GS27	Ddhd2
Q15813	TBCE
Q9ULL5	PRR12
F1RFV6	PLD2
Q13023	AKAP6
Q9DC37	Mfsd1
Q9GZV5	WWTR1
O95833	CLIC3
Q08211	DHX9
H3BL34	Ces1e
A0A287BRP2	GNAT1
Q6AY56	Tuba8
F8VSF5	PFKM
P17020	ZNF16
Q8NI60	COQ8A
I3LEZ7	HDAC6
G3V8H3	Gstm3l
A0A0A6YXE3	Mbnl1
F1S795	ROBO4
K7EQZ5	AOC3
P46937	YAP1
Q9Z2G8	Nap1l1
D4A3S0	Trappc6a
O43683	BUB1
A0A075B6I4	IGLV10-54
K7EKD8	CAPNS1
D4AA13	Dmxl1
A0A1W2P720	Sar1a
Q8BGE4	Susd6
Q2VIR3	EIF2S3B
A2AQ43	Fnbp1
F1SCU2	WDR35
Q08170	SRSF4
B9A012	MYO7A
J3KMQ6	5730455P16Rik
Q6ZN08	ZNF66
Q5U216	Ddx39a
Q9Y2V2	CARHSP1
Q80U30	Clec16a
A0A0D9SF50	BRCC3
D3ZKL3	Cpeb4
F1SHL0	CLEC14A
A0A1L1SR11	Tpd52l1
F6ZK01	Prtn3
A0A0B4J1J7	Ighv1-82
Q8VH49	Higd1a
E9PV58	Tnpo2
D3YYC2	Drap1
Q13526	PIN1
F1SBH7	KAT14
Q8N9I0	SYT2
D6RH17	ADH6
A0A0A0MTB9	RBP1
Q9WTP2	Spry4
F1SBP9	MOV10
F6T4Z4	Pdss2
A0A286ZW46	VPS36
A2AAY5	Sh3pxd2b
P35442	THBS2
Q16570	ACKR1
F8WI55	Pdcd10
F1SD96	RAD23A
F1LPG5	Ndufb4
A0A287BEZ5	ACSS2
B4DIB3	MARK1
F1RYJ5	ZC3H15
A2AQY8	Kyat1
Q5QNW6	H2BC18
F1LQ27	Fam98c
A0A087WW76	ARHGAP21
Q68FL6	Mars1
K7EN66	CNP
Q8CI15	Sphk1
Q5UCC4	EMC10
Q8IWB1	ITPRIP
Q9UL63	MKLN1
F1S785	PLPP3
F1RHG1	CLUH
D3ZZK3	Epha4
Q15629	TRAM1
I3L816	HNRNPH1
Q9GLE3	CTSK
Q8C522	Endod1
Q3TCX3	Khdc4
A0A0G2K1L8	Basp1
D3Z6S1	Tmem214
Q4KLL7	Vps4b
J3KMX1	NUP88
P08473	MME
F8VXI1	NDUFA12
F8VXW2	ARPC1B
D3YV77	Mvk
O00422	SAP18
F1SJY2	TMX2
F1RSV2	OGT
A0A0B4J1J0	Igkv4-50
I3LTE2	PPM1L
Q02769	Fdft1
G3V5P6	PAPLN
P55095	Gcg
Q920E5	Fdps
O60760	HPGDS
F1SMN5	FLNC
A0A287B8G3	LARP1B
A0A096MIV5	Abcf2
M0R1Z5	MBOAT7
Q9CWN7	Cnot11
D3YZ61	C1qtnf3
Q9D8S5	Srsf5
A0A140LHW6	Mcoln1
A2ACG7	Rpn2
F2Z553	EIF1
D3Z6A5	Crem
Q9DBG7	Srpra
Q3T9X3	Dnm2
Q8C7K6	Pcyox1l
Q96PI1	SPRR4
P13646	KRT13
A0A0R4J119	Cyfip1
Q9GKQ9	SMAD4
O88990	Actn3
F8VQY6	RPLP0
A0A286ZUS1	RAB8B
D4A471	Cmc2
Q8BYW9	Eogt
P42335	Itpkb
D3ZY91	Clic3
Q13641	TPBG
F2Z5G9	SNRPD1
F1RU10	NCOA2
Q9NRG1	PRTFDC1
A0A0A6YXI3	Rcor3
F1SMT1	EIF4E2
E9PD14	RACK1
A2VCV8	Mlx
Q5JNW7	PSMB8
F1LNT8	Vamp8
Q8K448	Abca5
F1S6F7	CDKN2C
Q14997	PSME4
O35066	Kif3c
K7ENQ5	SEPTIN9
D6RDG0	SCARB2
Q9GZL7	WDR12
Q96MW5	COG8
F1RK12	ITM2B
Q8CCM6	Timm21
C9JJ19	MRPS34
C0HKE2	H2ac6
A0A287B390	PHF19
F1RUE3	ALDH5A1
F6RUK9	Phldb1
P52912	Tia1
D4A3Q2	Stag1
Q8IWA4	MFN1
A0A0A6YWH4	Slc38a3
A0A0A0MQG1	Obsl1
D3ZYQ8	Uckl1
Q99KJ8	Dctn2
Q3T9E4	Tgtp2
Q95250	PGRMC1
Q643R3	LPCAT4
C9JJ25	HHATL
Q6GYP7	Ralgapa1
A0A2R8Y7R2	HBB
Q8BIL5	Hook1
Q64213	Sf1
F1S7K5	HDGFL2
Q8JZW4	Cpne5
P39429	Traf2
Q9HCC0	MCCC2
E9PUH6	Crls1
F1M9A4	Mrpl1
D3ZS74	Oma1
G5E8A7	Samd4b
H0YDI1	CD58
P11980	Pkm
P56536	Kif5c
F1RH84	EXOSC5
A0A0H2UHF6	Arl6ip5
F1S146	ANK2
P24821	TNC
P82349	Sgcb
I3L2W9	DVL2
Q3UYH7	Adrbk2
A0A0R4J1Q7	Enpp1
O08736	Casp12
Q8VBV3	Exosc2
H0YA47	RUFY1
F1S4R5	SRSF7
O75054	IGSF3
O70274	Ptp4a2
A0A1L1SSC8	Polr3b
Q5XFW6	Wdr6
Q9H4A4	RNPEP
I3L616	ELP2
F8W1F5	FMNL3
J3QN87	Eif1
S4R1W1	Gm3839
B3KRD8	SEC14L2
Q8CG50	Rab43
C9JUF9	CPA1
Q921E6	Eed
G3V7G9	Eif3l
Q6AYD9	Nudt19
Q7L311	ARMCX2
C9JWV4	NHEJ1
Q8CFI0	Nedd4l
Q8BI84	Mia3
P34930	HSPA1A
O35609	Scamp3
P67870	CSNK2B
F2Z3T9	U2af2
Q28944	CTSL
F8WB94	WDR35
F1SKZ0	TIGAR
Q01085	TIAL1
Q8WX92	NELFB
Q9ESN6	Trim2
F1LVL2	Icoslg
Q9Y4B4	RAD54L2
G3V150	B3GAT3
Q9DCT5	Sdf2
Q8MHY0	MYL2
I3L1U9	ACTG1
D3ZPV8	Ggct
Q96F24	NRBF2
Q96I25	RBM17
Q9DBV4	Mxra8
B4E258	SYNPO2
D3ZRE3	Csnk1a1
P04004	VTN
A0A0A6YW33	Gm6525
Q8C0M2	Abhd4
P50115	S100a8
P49116	NR2C2
F1RKW4	RHOT1
B1ALA9	PRPS1
F1STU5	TMEM126B
C9J8S3	RAB7A
Q99J86	Atrn
A0A0C4DGS4	NCAM1
Q9BQ87	TBL1Y
Q4V8B0	Oxr1
F2Z5E2	SERPINC1
Q3UEG7	Itih2
Q5QPQ2	LYPLA2
O55102	Bloc1s1
E9Q6X0	Mapre2
H7BZ16	RETSAT
Q5SWU9	Acaca
A0A075B7A0	RPL18
E9Q876	Abca12
G3UY23	Snx21
P61514	Rpl37a
G3UWM2	Snx21
P18886	Cpt2
F7EZW5	Tmem161a
A0A087WVD7	AK6
I3L0Q6	NOMO3
Q8VEK0	Tmem30a
Q6AY40	Jmjd8
P61222	Abce1
P38585	Ttl
Q15599	SLC9A3R2
E9PAV3	NACA
Q9Y5X1	SNX9
Q6AY59	Mocs2
F1S6G2	NRDC
E9PZ88	Man2c1
P06766	Polb
M0RA08	Plin3
D6RC15	SNX2
E9PXW9	Gata4
Q8K2B0	P3h4
Q96PV6	LENG8
Q9Z2M4	Decr2
P97852	Hsd17b4
F1SFS5	TNS2
F1SKJ5	EIF3D
K7EKX0	VAMP3
D6RCT7	KIF15
D4ADV8	Dvl3
A0A1W2PPH7	HNRNPU
Q9QXJ1	Apbb1
Q8R0Y8	Slc25a42
Q9WV85	Nme3
B7Z6Z4	MYL6
Q6QI06	Rictor
Q80VC6	Trnau1ap
Q9HBU9	POPDC2
B0BNM0	Tmem222
Q9DC16	Ergic1
A0A1B0GR08	Tubgcp2
I3L2T3	METRN
H0YK49	ETFA
P63312	Tmsb10
F1LXS6	Thoc7
P50096	Impdh1
F1M471	Epm2aip1
Q9Z2A6	Mapk15
P62166	NCS1
P40306	PSMB10
Q8BR37	Nhlrc1
