From	To
Q6UY14	UniRef90_Q6UY14
H0YMG7	UniRef90_Q62148
Q66H18	UniRef90_O09117
M0R953	UniRef90_M0R953
F1SQX9	UniRef90_A0A8D1GD54
F5H459	UniRef90_Q92572
P14131	UniRef90_P62249
P60192	UniRef90_O95295
Q9H8T0	UniRef90_Q9H8T0
E7EQD9	UniRef90_Q05096
P01830	UniRef90_P01830
P46531	UniRef90_P46531
S4R406	UniRef90_S4R406
A0A0G2K1F2	UniRef90_A0A0G2K1F2
Q9DC50	UniRef90_Q9DC50
P51175	UniRef90_P51175
F1RFY2	UniRef90_P13929
P70623	UniRef90_P04117
Q3U3K9	UniRef90_P70295
P25311	UniRef90_P25311
F1SIW1	UniRef90_A0A4X1VP08
P21579	UniRef90_P21579
Q9Y3B7	UniRef90_Q9Y3B7
F1SAL8	UniRef90_A0A8D1I323
P10155	UniRef90_P10155
Q6Q0C0	UniRef90_Q6Q0C0
B2GUX5	UniRef90_B2GUX5
A0A498WGD8	UniRef90_A0A498WGD8
Q9UEW8	UniRef90_Q9UEW8
D4A8C5	UniRef90_Q15147-5
F1RNI3	UniRef90_A0A8D1WSJ3
C9JNP9	UniRef90_C9JNP9
I3LR25	UniRef90_Q9Y3P9
Q15262	UniRef90_Q15262
C9JZR7	UniRef90_A0A2I0TN76
C9JWG6	UniRef90_B5DFD3
F1STJ9	UniRef90_A0A4X1TY08
F1LN92	UniRef90_Q8JZQ2
O88935	UniRef90_O88935
E9Q6E5	UniRef90_E9Q6E5
Q8K1L5	UniRef90_Q8K1L5
A0A087WUI4	UniRef90_Q15661
Q9QUL6	UniRef90_P46459
U3KQK2	UniRef90_U3KQK2
Q4V8K2	UniRef90_Q8WYA6
Q8N335	UniRef90_Q8N335
E9PSS2	UniRef90_Q9JK72
D4ADD8	UniRef90_Q148G7
Q6AXN8	UniRef90_Q07231
Q9NZC3	UniRef90_Q9NZC3
Q70FJ1	UniRef90_Q70FJ1
Q96EP0	UniRef90_Q96EP0
K7EL40	UniRef90_Q9UHD8
I3LL07	UniRef90_Q5ZMP6
O14929	UniRef90_O14929
F1S8G0	UniRef90_F1S8G0
S4R3S4	UniRef90_S4R3S4
Q9D9V3	UniRef90_Q9D9V3
C9JVE2	UniRef90_C9JVE2
F1SNC6	UniRef90_Q6PDI5
A0A0D9SFK2	UniRef90_Q92614
F1LX07	UniRef90_F1LX07
F1M5Z5	UniRef90_F1M5Z5
B2RXC8	UniRef90_B2RXC8
P62747	UniRef90_P62745
A0A0C4DFP5	UniRef90_P35398-1
Q61598	UniRef90_Q61598
F1SFX1	UniRef90_A0A7J7ET61
Q9Y2R9	UniRef90_Q9Y2R9
F7C376	UniRef90_F7C376
Q86YB7	UniRef90_Q86YB7
Q8N122	UniRef90_Q8N122
P30260	UniRef90_P30260
Q9DBC3	UniRef90_Q9DBC3
P45974	UniRef90_P45974
Q9ESW8	UniRef90_Q76IC5
O75962	UniRef90_O75962
D3ZLD7	UniRef90_D3ZLD7
O35532	UniRef90_O35532
Q3KR94	UniRef90_Q3KR94
H0YHL7	UniRef90_Q9ULV4
Q9CWX9	UniRef90_Q9CWX9
F1RR65	UniRef90_A0A8D1RHC1
F1SFE3	UniRef90_M3XAF5
J3QRG1	UniRef90_J3QRG1
Q4V7E8	UniRef90_Q4V7E8
D3ZUL5	UniRef90_Q8R411
A0A0G2JTL5	UniRef90_P52873
Q4PP99	UniRef90_P19123
Q3U0V2	UniRef90_Q3U0V2
Q14112	UniRef90_Q14112
P67937	UniRef90_P67936
I3LL16	UniRef90_G3T5Q7
F8W775	UniRef90_Q810U4
G3V4V7	UniRef90_P08185
F1SD01	UniRef90_Q9H0L4
Q767M0	UniRef90_Q767M0
F8VVM2	UniRef90_F8VVM2
P97700	UniRef90_P97700
D3ZIV3	UniRef90_Q80YF0
A9UMW0	UniRef90_Q9BZL1
F1RGU8	UniRef90_F1RGU8
P12107	UniRef90_P12107
Q9WVJ3	UniRef90_Q6IRK9
Q92729	UniRef90_Q92729
F8WAS3	UniRef90_F8WAS3
Q9H307	UniRef90_Q9H307
Q04726	UniRef90_Q04726
A0A5G2QVL8	UniRef90_A0A455BEB1
P28827	UniRef90_P28827
M0QZM1	UniRef90_M0QZM1
Q69ZP3	UniRef90_Q8N490
O02840	UniRef90_O02840
P49590	UniRef90_P49590
A0A5S8K8F1	UniRef90_P00355
Q62867	UniRef90_Q62867
A6NEP9	UniRef90_A6NEP9
A0A0G2JWM2	UniRef90_A0A0G2JWM2
A3KFX0	UniRef90_A3KFX0
Q9D8Z1	UniRef90_Q9D8Z1
M0R1K9	UniRef90_M0R1K9
P29699	UniRef90_P29699
F1LQT3	UniRef90_O75116
P01834	UniRef90_P01834
Q9UL46	UniRef90_Q9UL46
Q8N1G4	UniRef90_Q8N1G4
Q9NR77	UniRef90_Q9NR77
A0A287B5Q4	UniRef90_A0A287B5Q4
Q29290	UniRef90_Q29290
P11980	UniRef90_P52480-2
Q14814	UniRef90_Q14814
P46734	UniRef90_P46734
Q9Y6E0	UniRef90_Q9Y6E0
Q9WTR1	UniRef90_Q9WUD2
F2Z5P9	UniRef90_O95777
A0A0C4DG07	UniRef90_O60934
P17987	UniRef90_P17987
K7ER96	UniRef90_K7ER96
F1RK06	UniRef90_A0A5F5PK79
Q9Z1Q5	UniRef90_O00299
Q14554	UniRef90_Q14554
Q99KN9	UniRef90_Q99KN9
A0A287BFU3	UniRef90_A0A4X1THK6
E5RHP7	UniRef90_P00915
O60240	UniRef90_O60240
A0A140T956	UniRef90_P22105
D6RBT6	UniRef90_P35606
A0A5G2RGV8	UniRef90_Q5D144
F1LN30	UniRef90_F1LN30
Q8VDF3	UniRef90_Q8VDF3
P19332	UniRef90_P10637
F1LZG4	UniRef90_F1LZG4
A0A087WVC2	UniRef90_A0A087WVC2
P37198	UniRef90_P37198
F1SNE5	UniRef90_O35179
Q9ULX6	UniRef90_Q9ULX6
H0YA52	UniRef90_Q9H0N5
I3L9M7	UniRef90_A0A6J0Z7Z6
Q6TXG8	UniRef90_Q6TXG8
P54726	UniRef90_P54726
A0A287AJH5	UniRef90_A0A4X1T220
Q91VF2	UniRef90_Q01984
H0YEU6	UniRef90_H0YEU6
F1RQS5	UniRef90_F1RQS5
A8MW49	UniRef90_A0A452TRN8
A8MT40	UniRef90_Q8NCN5
Q8BU25	UniRef90_Q8BU25
B0QYS7	UniRef90_P19484
Q96SI9	UniRef90_Q96SI9
E9QJS1	UniRef90_E9QJS1
E9PI21	UniRef90_E9PI21
Q9ULX7	UniRef90_Q9ULX7
Q00341	UniRef90_Q00341
Q9H7D0	UniRef90_Q9H7D0
O14545	UniRef90_O14545
F1S8V7	UniRef90_Q2KJ83
I3LK09	UniRef90_A0A5G2QQJ0
Q8R2Z5	UniRef90_Q8R2Z5
H0YL10	UniRef90_H0YN29
P25963	UniRef90_P25963
A0A0A0MS58	UniRef90_A0A0A0MS58
Q9BTT6	UniRef90_Q9BTT6
I3LSM7	UniRef90_A0A4W2HQ49
D3ZKG5	UniRef90_Q9ES46
F1SN67	UniRef90_Q9TV36
K7EP04	UniRef90_K7EP04
A0A5G2REF7	UniRef90_Q9Y5U8
P53812	UniRef90_P53812
P45880	UniRef90_P45880
Q5U2R7	UniRef90_Q9ERE7
H3BP28	UniRef90_Q99807
F1SPM5	UniRef90_F1SPM5
I3LNS9	UniRef90_F8UWD3
Q9HCU5	UniRef90_Q9HCU5
G3V9K8	UniRef90_Q8BHN5
E9PN11	UniRef90_E9PN11
Q8CG72	UniRef90_Q8CG72
Q9WVC0	UniRef90_Q16181
A4GW50	UniRef90_Q9Y2H1
E2QRF0	UniRef90_Q70EL2
F1RP22	UniRef90_P0DTA4
R4H4Y7	UniRef90_Q9EQC5
F2Z5P0	UniRef90_A0A4X1SGW5
Q9NZN3	UniRef90_Q9NZN3
Q9BXB4	UniRef90_Q9BXB4
H3BUK6	UniRef90_H3BUK6
F1RQ14	UniRef90_A0A5G2R875
Q4TT37	UniRef90_Q13084
E7ENQ8	UniRef90_A0A2I3GTE3
A0A5G2RA54	UniRef90_A0A8C0N737
A0A087X271	UniRef90_A0A087X271
Q91V04	UniRef90_Q91V04
A7E2Y1	UniRef90_A7E2Y1
Q921G6	UniRef90_Q921G6
P50475	UniRef90_P50475
K7EPK7	UniRef90_Q9BYG7-6
O75475	UniRef90_O75475
F5GX61	UniRef90_A0A3Q2GUF1
Q9BQS7	UniRef90_Q9BQS7
J3KT77	UniRef90_Q9UD71
F1LQJ7	UniRef90_F1LQJ7
D3ZGQ2	UniRef90_Q9R088
P07948	UniRef90_P07948
P29147	UniRef90_P29147
H7C5M9	UniRef90_H7C5M9
F1SDQ5	UniRef90_F1SDQ5
Q3UPH1	UniRef90_Q3UPH1
Q53GT1	UniRef90_Q53GT1
Q9UJU6	UniRef90_Q9UJU6
G3V203	UniRef90_G3V203
Q9JHU4	UniRef90_Q14204
P11152	UniRef90_P06858
P97372	UniRef90_P97372
P63146	UniRef90_P63146
F8VQD1	UniRef90_Q86U86-7
Q9ES21	UniRef90_Q9ES21
F8WCA5	UniRef90_A0A2I3H169
P09619	UniRef90_P09619
Q63615	UniRef90_Q63615
K7GNT3	UniRef90_A0A8D0YU93
P15208	UniRef90_P15208
F1S765	UniRef90_A0A480U678
Q02818	UniRef90_Q02818
D3ZJN9	UniRef90_D3ZJN9
O14957	UniRef90_O14957
Q2MJV8	UniRef90_Q2MJV8
P61979	UniRef90_P61978
P16035	UniRef90_P16035
A0A087WVZ1	UniRef90_A0A087WVZ1
F1RW32	UniRef90_A0A287BRY6
Q2EHH7	UniRef90_P36873
Q80U93	UniRef90_Q80U93
A0A2R8YFQ7	UniRef90_A0A2R8YFQ7
E9PTN4	UniRef90_E9PTN4
Q9D187	UniRef90_Q9Y3D0
E9PSP1	UniRef90_P55065
Q9ULD0	UniRef90_Q9ULD0
H7C2Z6	UniRef90_H7C2Z6
P55196	UniRef90_P55196
P61513	UniRef90_P61513
O54772	UniRef90_Q99JR8
Q7TNG8	UniRef90_Q7TNG8
H3BS21	UniRef90_H3BS21
O00139	UniRef90_O00139
K7EJ35	UniRef90_O43760
B4E258	UniRef90_A0A2I3HEZ8
Q06210	UniRef90_Q06210
D3ZC82	UniRef90_Q5F2E7
H0Y673	UniRef90_H0Y673
F1RYJ8	UniRef90_F1RYJ8
F1RQE2	UniRef90_F1RQE2
E5RJ48	UniRef90_O75608
A0A087WXV3	UniRef90_I6L9G6
P83870	UniRef90_Q7RTV0
H3BQ86	UniRef90_H3BQ86
Q5XI68	UniRef90_Q5XI68
D3ZYV4	UniRef90_P54265-3
Q8WWM7	UniRef90_Q8WWM7
D3ZWV8	UniRef90_D3ZWV8
E9PNH1	UniRef90_E9PNH1
F1SQ52	UniRef90_A0A4X1TKM5
Q15714	UniRef90_Q15714
Q8N5H7	UniRef90_Q8N5H7
Q64310	UniRef90_Q64310
Q62761	UniRef90_Q62761
Q8WXX5	UniRef90_Q8WXX5
I3LDF4	UniRef90_A0A5G2RG61
P30904	UniRef90_P30904
Q6IRK1	UniRef90_Q6IRK1
E9QNX9	UniRef90_P08069
B5DF63	UniRef90_B5DF63
Q01780	UniRef90_Q01780
Q80UJ7	UniRef90_Q80UJ7
S4R2K9	UniRef90_O70511
Q8WYQ3	UniRef90_Q8WYQ3
G3V7V5	UniRef90_Q9D1M7
A0A087WVD4	UniRef90_A0A087WVD4
F1RQM2	UniRef90_F1RQM2
F1SL75	UniRef90_A0A8D1K0N0
P15429	UniRef90_P15429
Q13643	UniRef90_Q13643
C9J2N0	UniRef90_C9J2N0
Q9Y6N7	UniRef90_Q9Y6N7
Q6ZWY8	UniRef90_P63313
X6RAY8	UniRef90_X6RAY8
Q5RKH8	UniRef90_Q9D787
O60861	UniRef90_O60861
F1M4J0	UniRef90_Q6R327
G3V662	UniRef90_P49791
Q9BQ52	UniRef90_Q9BQ52
Q29551	UniRef90_Q29551
Q8R326	UniRef90_Q8R326
Q9ULC0	UniRef90_Q9ULC0
Q8BGX2	UniRef90_Q8BGX2
F1S7Z8	UniRef90_F1S7Z8
P61514	UniRef90_P61513
P61080	UniRef90_P51668
Q6A009	UniRef90_Q6A009
F1S3Y7	UniRef90_F1S3Y7
P20702	UniRef90_P20702
B3F0B7	UniRef90_P29762
Q6AYK1	UniRef90_Q6AYK1
P14550	UniRef90_P14550
F1RG63	UniRef90_F1RG63
Q86YQ8	UniRef90_Q86YQ8
C9J710	UniRef90_Q8NHQ1
O00463	UniRef90_O00463
A0A0H2UHL3	UniRef90_Q640N1
C9JYP1	UniRef90_A0A1C7CYX8
P29373	UniRef90_P29373
I3LIX4	UniRef90_A0A6P5KP92
A0A0A0MRH6	UniRef90_A0A0A0MRH6
A6NKZ2	UniRef90_P51606
E9PH18	UniRef90_E9PH18
F8VVJ1	UniRef90_F8VVJ1
P56381	UniRef90_P56381
K7EJY8	UniRef90_K7EJY8
Q99JY4	UniRef90_Q99JY4
A0A287BNN8	UniRef90_A0A287BNN8
P97300	UniRef90_P97300
Q9H4I9	UniRef90_Q9H4I9
F5H1M8	UniRef90_F5H1M8
Q6QI88	UniRef90_Q6QI88
P22626	UniRef90_P22626
Q5VTR2	UniRef90_Q5VTR2
P62960	UniRef90_P67809
Q9BYV2	UniRef90_Q9BYV2
O43169	UniRef90_O43169
Q8R1H0	UniRef90_Q8R1H0
K7EMU7	UniRef90_K7EMU7
Q9UBV8	UniRef90_Q9UBV8
P61255	UniRef90_P61254
I3L7T5	UniRef90_P55769
P22748	UniRef90_P22748
D3ZDI9	UniRef90_Q5BKP2
F6RCJ3	UniRef90_F6YKN8
F1S4P0	UniRef90_H0WZ31
H0YBD7	UniRef90_A0A5F9CDC3
Q6PCB0	UniRef90_Q6PCB0
G5E8N7	UniRef90_Q9JLV6
U3KQ32	UniRef90_U3KQ32
Q7TPS5	UniRef90_Q7TPS5
Q7TP89	UniRef90_Q7TP89
P04797	UniRef90_P04797
F8VU58	UniRef90_F8VU58
Q15773	UniRef90_Q15773
C9JU34	UniRef90_Q92766-2
J3QT87	UniRef90_J3QT87
A0A0A0MTJ9	UniRef90_Q6PIU2
Q14524	UniRef90_Q14524
Q8N3R3	UniRef90_Q8N3R3
E9PCA1	UniRef90_H2PF65
A0A087WWH0	UniRef90_A0A0A6YYL6
H0Y5C6	UniRef90_H0Y5C6
P17225	UniRef90_Q00438-2
P09330	UniRef90_P09330
Q9H8Y8	UniRef90_Q9H8Y8
A0A288CFU1	UniRef90_A0A288CFU1
B7Z4L4	UniRef90_P04843
P14142	UniRef90_P14142
C9J7C7	UniRef90_P46976
F1RF14	UniRef90_Q29550
Q3ULJ0	UniRef90_Q3ULJ0
H7BXI1	UniRef90_A0FGR8
D4AD05	UniRef90_Q8CJ40
C9JPV4	UniRef90_C9JPV4
Q9D6Y4	UniRef90_Q9D6Y4
Q9Y6I3	UniRef90_Q9Y6I3
Q96C19	UniRef90_Q96C19
D3ZYK9	UniRef90_Q9CPP0
A0A0A0MSQ0	UniRef90_A0A1D5PE96
P00918	UniRef90_P00918
A0A087X1X5	UniRef90_Q99439
Q8BIQ5	UniRef90_P33240
A0A087WUR6	UniRef90_A0A087WUR6
Q3U1J4	UniRef90_Q16531
E5RGR0	UniRef90_A0A2Y9SVU0
A0A140TAF0	UniRef90_P21107
A0A0G2JSR7	UniRef90_P43243
Q9H479	UniRef90_Q9H479
P63025	UniRef90_P63024
Q9JMD3	UniRef90_Q9JMD3
D4AAM0	UniRef90_Q9Y5L0
Q91YI0	UniRef90_P20673
Q3TDD9	UniRef90_Q3TDD9
G3V3C7	UniRef90_P27695
P07741	UniRef90_P07741
Q5SVJ7	UniRef90_Q08460
H0YAT2	UniRef90_H0YAT2
F6V6Z1	UniRef90_F6V6Z1
Q3V3R1	UniRef90_Q3V3R1
A0A087WZZ4	UniRef90_Q02094
Q8C0D5	UniRef90_Q8C0D5
O95140	UniRef90_Q8R500
A0A5K1UJP6	UniRef90_A0A8D1WNP1
D4AA13	UniRef90_Q6PNC0
Q9R0T3	UniRef90_Q9R0T3
F1LQH2	UniRef90_Q63369
H7BZ16	UniRef90_H7BZ16
F1RMY9	UniRef90_F1RMY9
D3ZYB6	UniRef90_D3ZYB6
H0YKS0	UniRef90_H0YKS0
F1SSI1	UniRef90_F1SSI1
E7EPK0	UniRef90_Q9UPQ0-4
F1SKJ0	UniRef90_A0A7J8DA82
Q04750	UniRef90_Q9WUL0
E5RJZ9	UniRef90_O75525
P05213	UniRef90_P68363
P13634	UniRef90_P13634
O89023	UniRef90_O89023
Q96B54	UniRef90_Q96B54
Q12965	UniRef90_Q12965
O15239	UniRef90_O15239
I3L710	UniRef90_P49711
F1SAR5	UniRef90_M3XVH2
A0A087WX55	UniRef90_A0A087WX55
Q5KU26	UniRef90_Q5KU26
Q9NT22	UniRef90_Q9NT22
Q9Y680	UniRef90_Q9Y680
I3LU89	UniRef90_A0A4X1TD22
P06728	UniRef90_P06728
Q9H2H8	UniRef90_Q9H2H8
H7C062	UniRef90_H7C062
A0A498WFQ0	UniRef90_Q9CR42
Q9JI46	UniRef90_Q9JI46
Q9NWM3	UniRef90_Q9NWM3
P30536	UniRef90_P30536
Q9BZ67	UniRef90_Q9BZ67
Q01831	UniRef90_Q01831
G3V8A4	UniRef90_Q9Z2Q4
Q14746	UniRef90_Q14746
O43819	UniRef90_O43819
Q9NRF9	UniRef90_Q9NRF9
E5RFU4	UniRef90_E5RFU4
Q9BRJ2	UniRef90_Q9BRJ2
A0A287AQY0	UniRef90_A0A4X1U963
Q4V7F3	UniRef90_Q4V7F3
Q96GX9	UniRef90_Q96GX9
B2RYU7	UniRef90_Q61686
Q96RT7	UniRef90_Q96RT7
I3LCH6	UniRef90_A0A4X1UXC6
A0A0G2JS76	UniRef90_P10636
E9PR30	UniRef90_E9PR30
A5D9P1	UniRef90_A5D9P1
F1RZ89	UniRef90_A0A4X1UIR2
A0A5G2R7U7	UniRef90_A0A4W2EYQ9
Q08122	UniRef90_Q08122
Q96I45	UniRef90_Q96I45
I3LLY2	UniRef90_Q3T0T0
F1SKI5	UniRef90_P12269
P51808	UniRef90_P51808
Q91V01	UniRef90_Q91V01
I3L5H6	UniRef90_A0A287BF71
J3QR07	UniRef90_J3QR07
F1M8Z8	UniRef90_F1M8Z8
D4A6C6	UniRef90_Q15750
H7C141	UniRef90_H7C141
A0A087WTT2	UniRef90_A0A087WTT2
H9KVA2	UniRef90_P45378-7
Q9R0E1	UniRef90_Q9R0E1
D3ZUZ4	UniRef90_O75063
G3V7V3	UniRef90_G3V7V3
Q9UJX3	UniRef90_Q9UJX3
F1SDI3	UniRef90_O95983
F1S5F9	UniRef90_A0A286ZIL6
Q6ZWZ2	UniRef90_Q712K3
A2IBE0	UniRef90_A2IBE0
P19652	UniRef90_P19652
Q8TB40	UniRef90_Q8TB40
F1S5Q1	UniRef90_O94808
D3ZGE6	UniRef90_Q60598
Q8IZ81	UniRef90_Q8IZ81
Q2V2M9	UniRef90_Q2V2M9
I3L4H3	UniRef90_I3L348
J3KSJ8	UniRef90_J3KSJ8
P52564	UniRef90_P52564
H3BPY5	UniRef90_Q9Y2V2
H0YMU3	UniRef90_H0YMU3
G3V1L6	UniRef90_Q9BQL6
O88764	UniRef90_O54784
P62331	UniRef90_P62330
F1RRA0	UniRef90_I3L9Y2
F1RIW3	UniRef90_F1RIW3
D6RBM0	UniRef90_P31943
A0A087WTI3	UniRef90_H2RB44
Q14392	UniRef90_Q14392
Q5T7Y7	UniRef90_Q5T7Y7
D3ZY44	UniRef90_Q924T2
P32455	UniRef90_P32455
G3V1L9	UniRef90_Q07157
F1LR02	UniRef90_P39061-2
F1M049	UniRef90_F1M049
F5H136	UniRef90_P17987
Q8K124	UniRef90_Q8K124
P21281	UniRef90_P21281
A0A096MJR0	UniRef90_A0A096MJR0
H0YN42	UniRef90_A0A2K5CNY9
E5RIZ5	UniRef90_E5RIZ5
Q8N0X4	UniRef90_Q8N0X4
Q8N128	UniRef90_Q8N128
P46020	UniRef90_P46020
Q10588	UniRef90_Q10588
Q496Z9	UniRef90_Q496Z9
H0Y5A1	UniRef90_H0Y5A1
A0A0A0MSX9	UniRef90_P41252
A0A5G2QEC5	UniRef90_A0A3S5ZPN6
Q9Y6M9	UniRef90_Q9Y6M9
B7Z6Z4	UniRef90_A0A2I2ZGN7
Q3TQB2	UniRef90_Q3TQB2
I3LRK9	UniRef90_Q96S52
Q9CQ75	UniRef90_Q9CQ75
Q8C788	UniRef90_D3ZZ38
A0A5G2QRI0	UniRef90_A0A3P4S0T7
Q63470	UniRef90_Q13627
Q8WWC4	UniRef90_Q8WWC4
H7C5W5	UniRef90_H7C5W5
F1SDX9	UniRef90_A0A8D0T0W9
E9Q0N0	UniRef90_Q9WVE9
P42025	UniRef90_P42025
Q4V8I6	UniRef90_P62913
F1LPP1	UniRef90_O55207
P24752	UniRef90_P24752
O08769	UniRef90_P46414
A0A140TA44	UniRef90_P0C0L4
Q03252	UniRef90_Q03252
P07633	UniRef90_P07633
Q9BQ67	UniRef90_Q9BQ67
Q60876	UniRef90_Q62622
E9PZ91	UniRef90_O89106
K7ESE8	UniRef90_K7ESE8
Q49B96	UniRef90_Q49B96
Q71FD7	UniRef90_Q71FD7
P61201	UniRef90_P61201
B0LXP3	UniRef90_A0A0D6CBM2
Q570Y9	UniRef90_Q570Y9
E9Q447	UniRef90_E9Q447
A0A6Q6PUT5	UniRef90_Q9R1C7
F1SAH1	UniRef90_F1SAH1
P07947	UniRef90_P07947
H0Y424	UniRef90_H0Y424
Q641K1	UniRef90_Q641K1
D4A746	UniRef90_D4A746
H0YNN5	UniRef90_P83111
Q4QQV3	UniRef90_Q4QQV3
A0A286ZV95	UniRef90_P49755
C9JHW1	UniRef90_C9JHW1
H3BTW4	UniRef90_H3BTW4
Q99068	UniRef90_Q99068
A0A5S6GPG9	UniRef90_P50390
Q9BYK1	UniRef90_Q9BYK1
Q8VCQ3	UniRef90_Q8VCQ3
Q9CYQ7	UniRef90_Q9CYQ7
Q5SWX3	UniRef90_Q5SWX3
K7GNB1	UniRef90_K7GNB1
Q53SF7	UniRef90_Q53SF7
P14408	UniRef90_P14408
Q9Y305	UniRef90_Q9Y305
A0A2C9F3E7	UniRef90_A0A2C9F3E7
Q5XIB2	UniRef90_Q6UX04
A0A0D9SF51	UniRef90_Q9Z1B3
F1SEN5	UniRef90_F1SEN5
Q5XKP0	UniRef90_Q5XKP0
A0A5G2R6D8	UniRef90_A0A4X1TCD6
I3LUX1	UniRef90_A0A8D0YRJ9
P48651	UniRef90_P48651
C9JR82	UniRef90_C9JR82
I3LCC8	UniRef90_A0A8D0Z0G2
P22105	UniRef90_P22105
A0A096MKH2	UniRef90_Q9CR26
D6RC31	UniRef90_D6RE67
E9PLG2	UniRef90_A0A663E3E0
F1RYL5	UniRef90_Q8IXB1-2
Q9JI90	UniRef90_Q9JI90
F5GXC7	UniRef90_F5GXC7
O35795	UniRef90_O35795
D6RFF7	UniRef90_A0A5F5XM62
K7GQ35	UniRef90_A0A384DU16
I3LR17	UniRef90_A0A8D0T1A5
E9PK59	UniRef90_E9PK59
O95785	UniRef90_O95785
Q8NDZ4	UniRef90_Q8NDZ4
P12368	UniRef90_P12368
F1RSV8	UniRef90_F1RSV8
H0Y6E1	UniRef90_H0Y6E1
O75153	UniRef90_O75153
Q8CHS7	UniRef90_Q8CHS7
O75569	UniRef90_O75569
P10643	UniRef90_P10643
H0YHD8	UniRef90_H0YHD8
Q9UKX7	UniRef90_Q9UKX7
P97536	UniRef90_Q86VP6
Q53GG5	UniRef90_Q53GG5
F5GXJ9	UniRef90_Q13740
A0A287ACP7	UniRef90_Q15459-2
P97461	UniRef90_P97461
F1ST81	UniRef90_A0A5G2QS00
E9PBC5	UniRef90_H0YAC1
P51153	UniRef90_P51153
Q96NL8	UniRef90_Q96NL8
F1SIW8	UniRef90_A0A4X1WCR2
E9PSD7	UniRef90_Q96BW1
Q5VTI5	UniRef90_Q5VTI5
Q5BJZ3	UniRef90_Q13423
C9JZN9	UniRef90_P45378-4
H0YLA2	UniRef90_H0YLA2
F1M6Z1	UniRef90_Q7TMA5
F1M403	UniRef90_F1M403
J9JIM0	UniRef90_A0A4X1W092
P07903	UniRef90_P07903
E9PZQ0	UniRef90_E9PZQ0
I3LR80	UniRef90_A0A4X1UCR9
Q63429	UniRef90_Q63429
M0R8Z5	UniRef90_Q9ES34
Q08945	UniRef90_Q08945
Q9CXY6	UniRef90_Q12905
O15056	UniRef90_O15056
P08253	UniRef90_P08253
Q01968	UniRef90_Q01968
Q6IAK0	UniRef90_P62341
Q6AZ35	UniRef90_Q13409
Q4QY64	UniRef90_Q4QY64
O75161	UniRef90_O75161
P40241	UniRef90_P21926
P52943	UniRef90_P52943
F1SDX6	UniRef90_F7DA17
M0QXM4	UniRef90_M0QXM4
K7EMC7	UniRef90_A0A2K6MB49
Q9BZH6	UniRef90_Q9BZH6
Q702N8	UniRef90_Q702N8
P43487	UniRef90_P43487
Q6AY48	UniRef90_Q6AY48
F1RZU1	UniRef90_F1RZU1
G3V9Y9	UniRef90_G3V9Y9
Q5I0C9	UniRef90_Q5I0C9
D4ADX8	UniRef90_F2Z4B7
A0A0G2K401	UniRef90_Q91ZA3
F1S268	UniRef90_A0A4X1VB53
Q63610	UniRef90_Q63610
O08601	UniRef90_O08601
P35487	UniRef90_Q06437
Q5VZF2	UniRef90_Q5VZF2
Q5PQQ2	UniRef90_Q9Y2W2
Q01320	UniRef90_Q01320
Q96C86	UniRef90_Q96C86
F1RQU4	UniRef90_A0A287B8K5
A6ZI44	UniRef90_P05064
Q9BRK5	UniRef90_Q9BRK5
P22694	UniRef90_P22694
O35326	UniRef90_O35326
B7Z4B8	UniRef90_A0A2K5SJF5
G3X9M0	UniRef90_Q9ER88
F1LNB3	UniRef90_O88845
I3LNH3	UniRef90_P79403
F1SFD1	UniRef90_F1SFD1
A0A287ARQ2	UniRef90_A0A287ARQ2
P29595	UniRef90_Q15843
E9PCK9	UniRef90_E9PCK9
Q5I0E1	UniRef90_Q5I0E1
K7ES70	UniRef90_P55083
A0A2R8Y420	UniRef90_A0A2R8Y420
Q8VE73	UniRef90_Q8VE73
Q86VF7	UniRef90_Q86VF7
Q9H8G2	UniRef90_Q9H8G2
F1S8Y0	UniRef90_A0A5G2QKX2
Q96EY4	UniRef90_Q96EY4
E5RJD8	UniRef90_E5RJD8
Q8BMD8	UniRef90_Q8BMD8
Q8WNV7	UniRef90_Q8WNV7
D3ZXN9	UniRef90_D3ZXN9
Q9NVM4	UniRef90_Q9NVM4
C9J966	UniRef90_C9J966
H3BN54	UniRef90_A0A2I3G7M5
K7ENA0	UniRef90_K7ENA0
Q9BTY2	UniRef90_Q9BTY2
Q9QYR9	UniRef90_O55137
Q96GQ5	UniRef90_Q96GQ5
A0A0G2JU96	UniRef90_A0A0G2JUA5
Q9JLV1	UniRef90_Q9JLV1
Q5TBH2	UniRef90_A0A2R9C9R3
P15999	UniRef90_P15999
G3V6X1	UniRef90_P37889
Q969S9	UniRef90_Q969S9
Q8BFY6	UniRef90_Q641Z8
Q923T9	UniRef90_Q923T9
I3LUI9	UniRef90_I3LUI9
Q5FVM4	UniRef90_Q15233
A0A0C4DGA1	UniRef90_O75369
Q08AF3	UniRef90_Q08AF3
P23396	UniRef90_P23396
D3ZIL6	UniRef90_D3ZIL6
G3V588	UniRef90_Q13572
M0R4H5	UniRef90_P70271
E5RJF6	UniRef90_A0A2K6D5G9
F1S0Y1	UniRef90_F1S0Y1
P11684	UniRef90_P11684
A0A0A0MTR5	UniRef90_F6UJY1
Q91XU3	UniRef90_O88370
H0YDG0	UniRef90_H0YDG0
P52789	UniRef90_P52789
G3V5P6	UniRef90_G3V5P6
